Area,Building_Type,Construction_Year,Number_of_Floors,Energy_Consumption_Per_SqM,Water_Usage_Per_Building,Waste_Recycled_Percentage,Occupancy_Rate,Indoor_Air_Quality,Smart_Devices_Count,Green_Certified,Maintenance_Resolution_Time,Last_Inspection_Date,Maintenance_Priority,Energy_Per_SqM,Number_of_Residents,Electricity_Bill
HSR Layout,Industrial,2009,3,50,318.9262064,23.20949604,57.07503654,25.24486317,4,0,9.565323448,17-12-2022,Low,82.59072889,25,7600.723285
Koramangala,Residential,2013,4,202.708973,729.9745937,19.80856884,84.20128193,57.03628257,7,0,6.641378744,22-04-2023,High,187.1632047,131,15993.21776
Hebbal,Industrial,1998,12,128.1640716,354.8559901,26.33253363,92.46980988,6.034731781,6,1,13.52893368,24-07-2024,Low,158.5432719,429,26041.25214
Indiranagar,Commercial,1983,1,250,1500,13.06550627,61.16114224,26.27010851,14,0,30.799948,04-07-2022,High,140.8008332,370,11433.83995
HSR Layout,Institutional,1975,10,50,300.1552182,25.81105148,75.39712109,17.34997334,2,0,5.79763136,18-07-2023,High,150.9216967,436,11564.77467
Indiranagar,Residential,1976,9,237.9075167,561.5170164,22.73413044,60.58720771,100,3,0,8.322223939,17-04-2022,Medium,167.3790853,224,13997.53117
Banashankari,Industrial,1978,3,50,1500,35.95988931,86.82170989,100,3,0,5.01788488,24-02-2022,High,123.012016,99,22848.6377
Yelahanka,Institutional,2018,2,50,1500,58.03080647,85.19772874,52.02614471,4,0,10.16119644,22-05-2022,Medium,111.0847637,352,6737.977073
Whitefield,Commercial,1977,6,50,205.9195127,64.41064884,81.29125112,44.08145824,3,1,6.951906064,15-03-2023,High,159.7922628,290,18849.12066
Hebbal,Commercial,2007,12,250,1500,28.38196282,84.66931547,100,6,0,5.742131359,08-09-2023,Low,101.0813611,485,12645.33401
HSR Layout,Residential,2016,11,164.1320459,612.8341465,50.78098438,73.7507553,100,3,0,10.92131885,01-06-2022,Medium,170.4126378,197,13076.49996
Banashankari,Residential,1994,13,111.0563935,659.6521976,70.14259858,69.5773145,100,4,0,12.41448535,25-06-2022,High,64.87081979,109,9949.166402
Jayanagar,Industrial,1992,1,66.66921025,200,20.88259652,86.37575393,8.037869809,12,1,5.400635154,14-05-2023,High,201.4577819,348,13755.14421
Electronic City,Institutional,1997,7,250,200,9.85811966,68.74064655,10.50106009,4,0,5.140510627,16-02-2023,Medium,173.6298741,220,10093.50618
Indiranagar,Institutional,1990,11,74.74691245,1301.730101,15.60569435,90.29307234,67.75728681,4,1,6.451410287,27-02-2024,Low,162.8014867,264,12288.40457
Hebbal,Commercial,2020,5,250,686.0944146,4.687605652,92.11436177,46.77912536,7,1,8.879455929,27-03-2022,Medium,199.1345492,411,2672.530033
Hebbal,Commercial,1978,13,86.74123217,574.2105041,57.98862349,84.87768092,1.118311687,9,1,11.91622986,05-04-2023,Medium,233.2737222,208,6330.438015
Whitefield,Industrial,1985,9,70.96793487,1307.513601,43.23500433,79.70292683,3.838722975,3,1,8.011718082,14-09-2021,Low,200.7185033,319,16683.61491
Indiranagar,Industrial,1987,10,93.17415898,1450.354699,52.74697435,53.13182265,100,2,0,8.361089927,29-01-2023,Low,57.95628843,82,21311.13377
Jayanagar,Commercial,2011,1,53.79679131,200,39.92279421,53.35572111,100,4,1,12.09572075,02-01-2023,Low,86.02115166,25,31149.14563
Whitefield,Commercial,1975,10,206.5165969,942.1860129,8.276409707,79.49085687,26.52191905,6,0,7.851236,14-08-2021,Medium,118.7590711,186,19622.76829
Hebbal,Institutional,1985,1,104.7904224,200,24.66596671,71.87925657,100,5,1,8.70064365,04-02-2023,Low,151.3045525,432,12426.51294
Koramangala,Institutional,2005,11,50,1391.809888,56.8243526,92.74841136,54.03612781,5,0,7.738449429,15-04-2022,Medium,175.882951,385,5081.842636
Jayanagar,Institutional,2008,2,250,1069.894101,39.1257302,95.50796691,98.36465295,3,0,15.29987873,19-07-2023,Medium,113.7128093,8,17698.83215
Hebbal,Industrial,2008,11,72.64976135,1500,33.28198423,98.73944912,33.45732906,4,0,5.936473803,20-03-2024,Medium,159.3383382,124,7737.372768
Yelahanka,Institutional,2016,1,117.6423573,200,11.28387463,96.37530567,7.221568205,1,1,6.075741219,31-07-2023,Low,112.2308534,149,10964.11274
Malleshwaram,Residential,2008,1,250,200,6.427835715,80.91234013,34.12074573,4,0,5.466981114,02-11-2023,Low,119.4241099,98,19430.13694
Malleshwaram,Residential,1988,12,146.8198956,331.5462936,33.17016319,84.01302505,36.67189354,8,0,12.69352108,23-12-2022,Medium,79.66694516,216,16471.0251
HSR Layout,Institutional,2019,2,50,303.4127314,50.21902072,79.36659385,48.03648654,4,1,6.934917032,25-12-2023,Medium,103.8383377,101,10354.6753
Whitefield,Institutional,2014,7,250,283.6618963,56.97008107,97.607795,6.694970917,5,0,6.531715557,18-01-2022,Low,82.41576972,218,6468.002948
Hebbal,Commercial,1971,8,148.2115393,1500,27.80697857,85.75218711,100,5,0,32.70773359,23-01-2022,Medium,101.2063374,367,16061.21744
Yelahanka,Commercial,2012,7,61.17394733,287.0771886,64.2799617,69.22462505,16.79369395,2,0,18.90578251,28-01-2023,High,202.6820898,462,16678.48291
HSR Layout,Industrial,1989,2,50,317.3851757,10.89192384,96.90728492,13.28014145,1,0,27.92686007,04-11-2021,Medium,102.5300556,413,22519.30843
Whitefield,Residential,1983,9,237.0002094,1424.612254,51.41841094,91.50599669,44.89459891,3,0,5.524981973,20-07-2023,High,281.6191032,414,2539.396493
Jayanagar,Residential,2003,5,145.1663261,597.3640989,12.13192379,93.29939201,46.22867745,1,1,15.95041636,21-10-2022,High,174.665895,259,15591.08936
Yelahanka,Industrial,2008,8,114.3620787,1499.286398,11.34137479,62.88208814,34.76990613,9,0,6.420799862,29-06-2024,Medium,159.2418062,391,19583.84135
Hebbal,Institutional,2002,12,250,200,35.57196705,79.37206512,88.67620317,6,0,5.042548762,01-10-2023,Medium,107.082111,356,12898.77037
Whitefield,Institutional,1982,3,233.0985021,668.5934921,18.57086782,86.76692916,43.62140129,1,0,6.79954254,28-04-2024,Medium,185.015494,11,7016.700992
Hebbal,Industrial,2017,4,50,200,18.23332723,33.29566048,56.44967762,5,1,7.677415943,08-08-2021,High,121.2181087,416,10376.05325
Koramangala,Residential,1995,12,56.03438271,200,30.48905828,67.90150109,77.1861565,1,0,5.38916936,23-06-2024,Low,156.1004907,59,15187.07655
Electronic City,Residential,1988,11,50,1500,39.88272669,88.36629437,1.520613211,10,0,7.932575623,24-07-2023,High,278.0042269,250,12564.99722
BTM Layout,Institutional,2011,11,204.3552093,200,36.7242427,59.02799792,50.72815755,7,0,12.6934176,11-01-2024,High,145.197005,140,16519.4388
Malleshwaram,Commercial,1973,1,50,760.1862811,10.57930041,90.77816163,100,4,1,6.712654245,08-01-2023,High,207.4636663,335,21396.76338
Yelahanka,Industrial,2020,5,126.5570335,529.4914219,47.00338483,90.47728937,1.052502174,1,1,6.559856808,03-02-2023,Low,114.8411787,38,13003.36808
Electronic City,Industrial,2020,7,215.6120574,426.7040556,56.46717565,88.36238017,31.16999863,1,0,6.478663726,25-11-2023,High,148.2505755,122,21098.62936
Whitefield,Institutional,1985,11,250,1500,50.87935657,89.52006283,100,4,0,18.51513257,22-02-2022,High,238.5400318,408,14421.73284
BTM Layout,Industrial,2001,2,62.80118903,200,20.80128661,78.95769726,26.13885938,9,0,5.168018848,22-07-2024,Medium,118.6516471,65,16694.64692
Yelahanka,Residential,1994,11,250,1090.018381,29.88492345,90.55192072,36.83009259,7,0,7.169018024,19-04-2023,Low,240.6224279,146,14414.47972
Electronic City,Institutional,1977,9,50,1500,16.23602473,53.07197599,100,4,0,6.078782016,05-02-2024,High,185.3875968,302,16824.14394
Koramangala,Residential,1985,5,250,821.3628603,35.48314907,84.39510546,13.33792392,4,0,16.11712244,04-10-2023,High,121.8766612,125,17693.70463
Malleshwaram,Commercial,2001,10,50,1500,39.38046876,71.5078739,4.048902989,3,0,5.34234195,08-07-2024,Medium,181.620387,312,18209.05378
Banashankari,Industrial,2010,10,75.94719468,200,39.17719152,59.64975795,100,12,1,6.932655416,01-11-2021,Low,198.6277225,191,15016.22172
Whitefield,Industrial,2008,12,239.4008045,542.6488523,52.36081841,43.6857989,100,3,0,6.901550974,21-05-2023,Low,181.0904981,263,2000
Malleshwaram,Residential,1974,3,50,301.3183466,21.86376843,53.8946099,38.32838522,10,0,15.7700732,07-09-2022,Medium,71.48876401,490,17977.69161
Electronic City,Institutional,2003,7,50,1312.378563,43.76842966,51.1859523,43.31838185,8,0,5.842625918,31-03-2022,High,113.6431412,361,5148.55692
Yelahanka,Institutional,1970,2,192.1564646,1500,46.53980854,83.50835707,100,2,0,9.121513259,08-11-2022,Medium,137.6240682,450,11965.57369
Banashankari,Industrial,1993,9,190.9644258,296.4269476,21.90005586,79.12330377,80.49291286,8,0,5.492893754,22-10-2021,Low,146.2783285,296,3043.79066
Indiranagar,Residential,1990,12,153.7266313,1061.82126,17.0787374,95.09419251,18.48525147,2,0,22.90429023,09-07-2022,Low,181.0336049,182,23492.76603
Malleshwaram,Commercial,1978,10,177.6002564,220.7684151,63.49123401,79.37514247,1.022260528,3,0,8.49399416,01-01-2022,High,158.88505,159,17086.51731
Indiranagar,Residential,1994,2,117.3703652,833.1687421,41.06038109,90.38057873,39.20100138,4,1,8.882751176,04-06-2024,High,83.23278206,353,13370.94109
BTM Layout,Institutional,2023,5,50,623.4951682,30.16908938,66.66552548,100,3,1,7.087502527,01-10-2022,Low,169.0098926,308,22094.52035
Yelahanka,Industrial,2006,2,63.62747907,1500,19.17672509,90.94724051,100,6,0,6.498828085,25-02-2024,Low,180.5292873,478,17660.14418
Jayanagar,Industrial,1996,13,50,937.839428,31.6980472,80.11303312,100,7,1,5.829678956,13-10-2023,Medium,177.9895224,287,15622.95379
Hebbal,Industrial,1993,2,250,430.0237768,5.45296653,68.86055572,100,5,0,8.617491973,15-04-2024,Medium,204.0390363,162,16975.72167
BTM Layout,Commercial,2004,8,131.3413582,200,11.64616582,91.25668736,52.05625657,6,0,23.02374159,09-02-2023,High,191.6961077,263,13089.69256
Banashankari,Commercial,2013,4,76.83684892,200,17.8935063,71.23368782,35.28460714,5,0,6.602708941,27-05-2022,Medium,172.959004,217,8801.577821
Banashankari,Institutional,1981,10,92.98612595,255.3012751,48.06612579,89.12747494,89.45926504,9,0,15.45497544,14-03-2024,Low,146.4917144,400,19804.45838
Malleshwaram,Residential,2018,4,250,288.9717856,43.67385761,60.82209846,80.78327169,4,1,5.551610869,19-12-2021,Medium,66.95195332,406,14645.15265
Hebbal,Residential,2000,13,50,1500,44.23199289,97.65026411,46.35005345,9,0,20.01643054,02-08-2023,Medium,171.480911,484,6204.389024
Jayanagar,Residential,2019,5,132.3666914,823.7634851,6.982757737,54.92173042,5.48268184,3,0,6.547037009,11-07-2023,Low,160.3843844,181,17536.88441
Electronic City,Commercial,1974,9,105.7491661,741.0586448,16.50838759,65.46581059,100,5,0,6.725708416,14-03-2023,Medium,163.5789419,91,15204.28361
HSR Layout,Industrial,1971,4,141.8016477,200,50.21848493,69.17173457,36.48454016,1,1,7.301726102,18-06-2022,Low,86.16257121,17,23499.09819
Whitefield,Institutional,2007,6,50,1500,28.04117872,32.64164863,27.09058507,10,1,10.25371921,13-07-2024,Medium,95.94717298,125,16342.66159
Jayanagar,Institutional,1974,12,250,1283.067612,58.91391284,92.98301172,59.58502524,4,0,10.27923415,02-12-2023,Low,202.6576427,260,9094.718622
Banashankari,Commercial,1970,7,250,200,8.767755363,67.03549301,67.22165817,1,0,7.432287991,17-03-2023,Low,148.0222423,445,6049.238169
HSR Layout,Commercial,1986,5,124.9073196,1230.436901,15.0393919,42.55424264,14.19560964,9,0,7.799911037,11-06-2022,High,184.0750349,378,21321.47294
Banashankari,Industrial,1983,3,178.9306111,784.2503006,44.13033605,54.4898296,100,6,0,5.102084273,12-02-2022,High,151.4159188,355,14681.87967
Hebbal,Industrial,1972,1,250,200,15.92473621,70.59540766,20.54410274,2,0,6.28561713,20-03-2023,Medium,151.487807,489,10670.97869
Hebbal,Commercial,1973,9,184.259618,613.0441206,28.73951415,89.50313823,12.3981282,2,0,6.520673358,31-05-2024,High,196.9141903,214,11401.67415
Yelahanka,Institutional,2020,8,50,662.9988184,34.1919816,88.97903698,31.29296035,5,0,8.135026997,27-06-2023,Medium,124.1977636,239,21491.72048
Malleshwaram,Industrial,1995,4,128.8053225,200,45.12815167,67.74107826,78.68459089,4,0,8.130788033,07-01-2022,Medium,154.8060388,180,17359.0455
Electronic City,Industrial,2002,12,139.9831286,1500,16.70788515,76.79203011,100,12,0,10.1060409,28-01-2024,Medium,126.8862356,419,20485.88775
Koramangala,Institutional,1988,8,82.78117559,1500,17.59590778,91.3379696,99.41733148,4,0,10.23182069,05-09-2021,Medium,128.2751886,172,16226.07352
Banashankari,Industrial,2010,6,200.0235456,1105.70439,50.58575036,88.4375803,100,4,1,5.935015514,08-06-2023,Medium,134.5413938,143,10816.88825
Electronic City,Institutional,2015,4,250,620.4462397,61.76872188,84.87702808,9.091653678,7,0,11.32582854,13-12-2021,Medium,161.1066886,317,23932.88562
Indiranagar,Residential,2002,1,250,530.6296718,29.32420039,84.24447573,4.430212153,10,0,5.066212464,03-06-2022,High,126.0625689,244,13044.75137
Banashankari,Industrial,2019,1,89.90464445,1052.607334,42.3464491,80.44113688,48.94665962,14,0,10.21632452,07-11-2022,High,212.7878063,232,19022.05485
HSR Layout,Industrial,1996,11,50,788.4074743,25.43873392,82.1129048,20.57456322,10,0,5.365360357,16-10-2022,High,105.2696349,172,20421.07602
Electronic City,Residential,1997,2,250,200,16.78375941,93.39520508,100,6,0,10.46524897,18-09-2023,Low,140.6564178,277,15031.3312
Jayanagar,Institutional,2014,2,250,718.4704219,39.71813274,97.71697816,66.88228163,3,1,7.835587945,13-05-2024,Low,128.0134471,77,9433.884718
Electronic City,Industrial,1995,10,50,1500,26.21996641,86.34681737,100,5,0,7.11237542,06-09-2021,Medium,222.3488942,303,11609.20478
Jayanagar,Residential,1975,11,250,614.7794951,32.11233806,69.54922963,17.64554294,8,0,9.786235874,01-12-2023,Low,159.8277388,331,18385.91572
Hebbal,Institutional,2010,8,250,200,17.44461511,82.51948883,39.90672544,8,0,5.124261512,08-03-2023,High,201.592227,49,17669.10035
Jayanagar,Industrial,2004,3,109.7327079,1500,36.94032054,64.26907225,41.73787308,14,0,5.879626374,26-11-2021,Medium,75.72198135,437,21503.31683
BTM Layout,Commercial,2004,2,134.207068,224.8497337,16.72052715,70.59938181,16.40125603,6,1,8.763290729,05-12-2022,Medium,163.3525133,248,20696.47112
Koramangala,Residential,2009,13,76.37472651,299.2430907,70.53099712,84.28643366,53.50955693,7,0,13.70567908,28-06-2023,High,194.4815398,283,10235.14488
BTM Layout,Institutional,1979,9,50,200,31.00513637,83.14042033,35.14221665,6,1,6.734419918,31-07-2022,Medium,154.1141995,287,22218.20738
HSR Layout,Commercial,1987,2,61.23973295,400.7986105,36.04256468,95.63314586,35.51363333,2,1,6.049619891,23-04-2024,Low,203.2740188,428,9869.11846
Whitefield,Institutional,1975,12,243.5711867,1413.671748,37.59652162,93.69134118,27.034337,4,0,7.760636543,19-05-2023,Medium,124.1355775,32,17973.97353
HSR Layout,Commercial,1989,12,50,732.6905335,9.643052481,98.01330795,1.024457524,5,0,8.83428923,20-12-2023,Medium,220.467372,158,27107.32566
Malleshwaram,Commercial,1975,2,60.85708449,229.2638348,34.01872769,71.0953829,44.3006284,10,0,6.991763473,12-04-2023,High,264.9449062,18,16562.42499
Banashankari,Residential,2002,5,76.16671423,1500,27.82990996,82.46001916,24.50045958,13,1,15.09207778,02-03-2022,Low,131.858072,381,6106.09135
BTM Layout,Residential,1983,11,115.6324536,1500,36.12354728,95.38634196,0.079244447,4,0,7.802469369,13-10-2022,Low,127.7248739,63,13370.51191
HSR Layout,Commercial,2021,4,250,1500,22.07279352,91.78960004,22.08527876,7,0,5.12234571,08-07-2024,Medium,222.6692239,128,25874.18854
Banashankari,Residential,1979,8,63.77656663,272.8541664,32.24141576,87.41531898,19.59604719,5,0,5.877682537,31-08-2023,Low,228.9786073,16,13964.51594
Yelahanka,Institutional,2004,5,63.91597289,600.0928964,5.173255985,64.30740109,29.99790414,6,0,7.210014358,20-01-2023,Low,123.8569986,163,21634.97017
Banashankari,Industrial,1990,5,200.6263427,1500,45.34355825,87.69731259,8.483583601,6,1,9.900454144,06-12-2023,Low,128.9906591,446,10216.88184
Banashankari,Institutional,1995,8,90.28166602,1478.464372,46.67610304,64.32852438,42.51804816,10,0,5.862317442,20-05-2022,Low,135.9107696,251,13221.61326
Koramangala,Commercial,2007,1,50,200,45.11627673,90.13425376,70.7451741,5,0,29.79291506,29-03-2023,Low,82.77747445,137,13921.48011
Whitefield,Institutional,2010,2,90.34235259,200,40.25268436,72.21787938,59.68523623,11,0,6.363804555,20-07-2024,Medium,104.0674027,318,24754.57086
Jayanagar,Commercial,2018,3,50,623.4930978,11.93955009,47.8690392,97.70346799,5,0,7.884473184,13-05-2024,Medium,99.79296166,295,13470.30073
HSR Layout,Institutional,2023,1,50,1500,43.08116984,88.93420192,36.08970697,3,0,5.06403265,08-12-2021,Low,111.6101217,179,5572.789136
Malleshwaram,Institutional,2011,5,103.4832064,773.710586,33.94824642,60.32095868,43.92472408,7,0,15.55716504,25-09-2023,High,148.2657556,229,26909.91185
HSR Layout,Residential,2013,6,81.43143244,688.781739,51.69921473,97.40376497,99.77093555,8,0,11.79290316,09-07-2022,Low,161.7107366,371,16137.33634
Jayanagar,Commercial,2011,13,250,200,5.465015813,71.40852233,33.48563972,4,0,5.751863954,06-02-2024,High,227.5250246,394,18273.31981
Yelahanka,Commercial,1974,11,67.50518746,1069.383943,12.56161512,77.41112137,72.55909392,6,0,19.65021525,17-03-2023,Medium,100.082298,180,6965.710268
Hebbal,Industrial,1989,6,130.3353576,1500,20.28160992,93.60638338,34.21356139,3,0,6.348733307,20-09-2023,Medium,199.2161199,396,16288.82277
Electronic City,Institutional,2014,7,150.0586159,478.713462,43.22123201,64.42650709,32.44989959,9,1,9.810532703,19-10-2021,Medium,139.3005578,72,15095.48356
Banashankari,Institutional,1997,12,50,1494.377918,60.36356523,50.69461389,85.6784095,1,1,12.67752806,02-02-2024,Low,147.5268145,318,10168.70806
BTM Layout,Industrial,2016,2,163.3902296,1500,39.90758542,87.79623082,11.53045404,1,0,10.68624314,14-09-2022,Medium,183.7409746,387,18339.78022
BTM Layout,Commercial,1985,2,50,227.8627431,17.86311209,86.41935473,24.80251614,6,0,17.97880043,07-04-2024,Low,93.86389892,83,6468.124169
Electronic City,Institutional,1973,13,250,740.9300777,13.39587486,43.36829405,15.22948737,8,1,14.45866887,07-04-2024,Low,169.1204873,379,10133.48054
Malleshwaram,Industrial,1985,1,50,338.4673669,18.32217325,80.78268841,26.69384128,3,0,52.03976788,10-08-2022,Medium,158.3226104,395,21059.77026
BTM Layout,Industrial,1975,1,80.32516718,1500,14.16662828,63.84040977,15.7110999,10,1,5.695238577,27-09-2023,Medium,174.6225632,136,11370.82848
Electronic City,Industrial,1997,3,50,861.7868409,24.69896509,81.78908268,51.96518424,4,1,6.288133182,01-01-2024,Medium,164.4584322,218,12533.21015
Electronic City,Institutional,1977,11,250,1006.714518,18.18103227,93.2322524,96.02000981,3,0,9.008427778,24-11-2023,High,272.765007,109,15450.00141
Banashankari,Commercial,1999,11,104.6320298,1500,22.84436453,85.53770208,92.67888884,3,0,10.53060946,12-11-2021,High,118.1130008,378,13140.26368
Jayanagar,Commercial,2009,3,135.7228986,504.1321959,18.1271684,92.23923331,27.20068237,4,0,7.904052241,19-04-2023,Low,123.4501522,407,18454.43564
Jayanagar,Industrial,2008,6,50,1500,3.986159414,76.30453057,100,10,0,5.259317553,29-10-2022,High,118.8429737,119,15879.89045
Jayanagar,Industrial,1973,6,207.9204383,761.4878375,40.87719425,58.35388672,54.06260856,8,1,13.48178493,27-08-2022,High,122.226144,394,7466.779389
HSR Layout,Commercial,1989,8,50,200,36.10315518,74.54623149,30.58959755,8,1,24.45638859,21-02-2022,Medium,118.1306436,18,11325.62967
Whitefield,Industrial,2012,10,250,1190.395784,22.34870505,88.79920541,100,9,0,6.892873934,09-07-2023,Medium,209.4508266,332,10784.80737
HSR Layout,Industrial,2017,5,50,1500,40.68766392,73.38815035,78.53200854,5,0,5.885901732,25-06-2024,Low,221.0252124,423,12682.95833
Electronic City,Commercial,2012,12,50,380.9115448,9.866413522,71.77498513,83.00399408,3,0,5.065220775,26-06-2022,Low,121.4626853,154,15559.88383
Whitefield,Institutional,2017,2,50,1500,55.18298137,29.9999457,13.09976072,3,0,5.944986618,05-08-2022,High,108.3822213,11,16531.43825
BTM Layout,Industrial,1981,6,95.81786899,1500,48.40258636,64.61394177,37.90329455,8,0,9.936667907,06-11-2023,Low,173.5707778,138,3160.303673
Indiranagar,Institutional,1977,6,124.8066156,324.2139596,25.41607233,55.24579377,100,6,1,17.44735632,13-03-2023,Medium,122.3888478,387,20125.29696
HSR Layout,Industrial,1970,3,50,1500,16.55127729,97.66771366,42.07535901,3,0,5.332676136,19-05-2024,Medium,181.6465909,62,14545.6616
HSR Layout,Industrial,2015,2,224.100389,200,45.22001368,95.96697319,69.01696432,4,0,8.081216193,18-11-2021,High,160.146151,71,9398.00944
Banashankari,Industrial,1978,7,90.57519754,225.6663163,8.80859219,88.72733024,53.19426602,6,0,9.864572534,23-02-2022,Medium,74.21279425,61,19761.60201
Jayanagar,Residential,2014,7,111.4736482,203.6165003,30.6274176,67.70084735,100,1,0,6.138583812,13-12-2022,Medium,227.3752601,132,4472.095844
Hebbal,Institutional,1970,8,87.17722077,1500,11.07796609,91.6829872,20.09152288,5,0,8.247762162,08-11-2021,Medium,239.7938837,61,7121.378685
BTM Layout,Institutional,1980,5,76.81473019,1062.162389,48.4376595,92.39255341,51.4071022,2,0,10.2000362,16-07-2023,Medium,119.3605655,488,25645.77931
Hebbal,Industrial,2001,7,123.0245186,200,5.162337583,75.23746936,7.890954169,6,0,13.33345535,22-07-2023,Medium,130.614922,392,15731.52987
Jayanagar,Commercial,1992,12,50,580.3961949,31.85666855,78.22995368,70.31178826,3,1,7.223772336,26-08-2022,High,164.2932695,358,11313.76665
Whitefield,Industrial,2003,8,50,955.2863355,16.12384993,73.83395875,78.99889797,15,0,10.82891525,15-10-2022,Low,166.7228395,269,15542.4917
HSR Layout,Residential,2003,13,250,200,38.97338652,72.78267286,2.62691482,1,0,6.272057303,22-12-2021,High,182.9272136,12,14092.15273
Jayanagar,Industrial,2020,7,250,1500,19.84283212,61.77384104,67.58200783,5,1,5.8313774,22-01-2023,High,250.5102269,35,15178.87743
HSR Layout,Residential,2022,11,70.09532812,1500,29.81974826,78.89354405,32.13683526,3,1,5.715827043,14-09-2023,High,141.1526386,486,17445.67244
Electronic City,Industrial,2016,13,50,703.6153281,34.14172318,71.53479907,7.949987,9,0,6.597167162,19-03-2024,Low,110.0851378,438,14009.87551
Indiranagar,Institutional,1986,3,154.9234898,1500,26.24629461,85.64277409,32.67406726,10,0,5.122542018,16-08-2021,Medium,81.0340386,51,16773.45493
Jayanagar,Industrial,1980,2,78.82343514,540.874227,20.48834255,83.15481122,12.95763437,8,1,6.172712756,25-09-2023,Low,113.453498,43,14209.8776
Koramangala,Institutional,1993,3,50,1500,41.48041914,73.79496376,32.22602128,4,0,9.220001471,30-01-2022,High,148.3436514,228,10895.66366
BTM Layout,Commercial,1978,12,50,1102.379372,36.31494229,73.71773904,29.10353022,6,0,9.161822813,11-12-2022,Low,239.7278932,111,9469.657735
Indiranagar,Commercial,2017,12,188.802489,1006.957709,24.18995047,85.23481658,80.45440146,7,0,5.257934766,15-02-2023,High,124.119435,322,21595.38096
Jayanagar,Industrial,2019,1,161.3474673,200,30.48866391,64.21777135,89.29047192,7,0,6.195785433,18-07-2022,Medium,161.1893976,15,18237.03763
Koramangala,Industrial,1987,3,50,1500,13.57450445,94.8319656,56.0411149,7,0,8.244279593,21-01-2022,High,149.1788552,177,20185.31145
Koramangala,Commercial,2016,2,50,557.7245314,28.9239338,86.94357821,1.376888897,8,0,6.363770532,06-08-2024,Medium,209.4196637,162,15018.83202
BTM Layout,Residential,1977,7,50,200,20.32762206,89.32544863,100,1,1,6.977219986,06-10-2021,High,276.3466213,39,16128.35483
Jayanagar,Commercial,2019,10,167.1622084,200,16.83363417,97.68805325,69.54632997,12,1,10.15690786,23-06-2022,High,123.4565614,26,14108.17801
Indiranagar,Commercial,1971,8,50,820.4254417,24.50224053,83.7586664,2.087627661,9,1,5.031081649,25-07-2023,Low,125.5280279,112,20787.45366
Yelahanka,Residential,1991,13,50,749.5051147,13.80110985,77.39765925,100,6,0,6.138649093,30-06-2024,Medium,202.2080439,453,13275.76983
Banashankari,Commercial,2021,10,241.3527641,1270.659845,53.33340568,57.14512964,13.408578,4,0,5.525281598,24-07-2022,High,184.0945745,432,10079.84291
Whitefield,Commercial,1997,11,50,1500,8.664081953,83.91095334,51.93887846,3,1,5.465572039,06-04-2023,Medium,242.3353663,473,17606.38686
Koramangala,Residential,1987,8,158.6548633,200,47.18125512,90.71311694,37.71288629,2,0,24.00998131,21-10-2022,Low,179.1964093,51,14239.32057
Hebbal,Residential,2003,3,50,1314.891294,10.81045975,80.40048481,32.66695516,12,0,6.705820383,31-03-2024,Medium,132.0353955,482,16249.59497
Jayanagar,Institutional,1974,10,50,207.5309942,55.02466553,78.71770703,100,4,0,7.835320995,06-06-2022,Low,179.5327415,367,18555.6288
Banashankari,Industrial,1986,7,50,1500,8.373427495,69.53253072,34.50705495,4,0,10.54566195,16-07-2023,Low,205.435179,388,12104.37979
Banashankari,Institutional,2015,13,192.164222,1500,16.11875934,96.70036635,4.700017781,6,0,5.163353291,30-08-2021,Medium,191.0241091,98,13905.38863
Banashankari,Residential,2006,6,250,778.2558343,59.39774942,88.82659813,100,2,0,5.962856414,24-10-2021,Medium,175.3637016,411,13447.94481
Electronic City,Commercial,2010,10,250,1238.711943,74.766409,80.71431766,100,2,1,13.12832352,27-09-2023,High,203.3337345,375,21433.95501
Indiranagar,Residential,1974,1,75.92137342,377.3881506,31.08927127,61.09245957,69.20299647,2,0,14.35071981,06-01-2023,Low,208.4647795,170,15071.59754
Koramangala,Commercial,2001,11,165.4315168,637.0842868,39.47407188,93.43965993,37.85458772,4,1,6.683316858,17-10-2022,Medium,219.1079496,56,15781.88596
Jayanagar,Institutional,1999,12,50,1500,36.90807777,73.55953168,5.847474285,8,1,6.695207752,21-04-2022,Low,182.4354944,221,9217.798632
Banashankari,Institutional,2002,3,52.04003829,614.8263184,14.02557283,58.0984828,93.8529947,7,0,11.022729,18-10-2022,High,141.644096,325,18653.97295
Whitefield,Institutional,1993,8,250,442.8527962,27.21089268,86.83389149,4.708700354,5,0,6.236163466,25-12-2023,Medium,157.3356843,146,17140.53697
Whitefield,Commercial,1973,8,50,681.6385541,31.88675936,76.66903839,4.264050352,8,0,5.423858897,23-01-2024,Medium,210.3254483,445,10823.80817
Malleshwaram,Industrial,2001,2,50,1500,3.566350037,84.961227,46.25145612,6,0,6.043534508,01-09-2021,Low,109.1532165,260,24614.96727
Banashankari,Industrial,2006,7,50,408.2811405,36.73877862,85.91761698,10.47036394,5,0,6.774106031,24-03-2024,Medium,168.4336654,129,16685.97211
Whitefield,Industrial,1980,8,50,200,11.38070375,84.47978358,0.465618044,6,0,5.180329105,10-05-2024,Medium,130.3330594,50,11881.94805
Hebbal,Residential,1993,1,50,1244.843482,11.39645847,87.20169643,33.00657716,4,0,7.425063256,16-11-2023,Low,151.4372411,340,14985.73865
